"ID1","TrainClase1","TrainClase2","TrainClase3","TrainGlobal","TestClase1","TestClase2","TestClase3","TestGlobal","Modelo","Nombre"
"Repeat070",93.5504,94.5504,76.2074,91.126,89.7492,92.1668,67.4688,87.2386,"Support Vector Machine","SVM 1"
"Repeat071",93.641,94.6468,77.1062,91.359,89.4048,90.6302,68.6988,86.5276,"Support Vector Machine","SVM 1"
"Repeat072",93.6396,94.5508,76.3546,91.178,89.7556,90.0678,67.4866,86.1168,"Support Vector Machine","SVM 1"
"Repeat073",93.7274,94.885,77.1086,91.5122,88.6966,91.2108,66.1852,86.2158,"Support Vector Machine","SVM 1"
"Repeat074",93.729,94.5982,76.0538,91.1784,89.0414,91.0166,68.075,86.524,"Support Vector Machine","SVM 1"
"Repeat075",93.639,94.8854,76.5026,91.3836,90.1066,90.8208,66.2388,86.422,"Support Vector Machine","SVM 1"
"Repeat076",94.17,94.5984,76.8112,91.4356,89.0478,91.5936,66.3102,86.5384,"Support Vector Machine","SVM 1"
"Repeat077",93.6398,94.9808,77.2578,91.5642,88.7094,90.4396,66.2924,85.805,"Support Vector Machine","SVM 1"
"Repeat078",93.3744,94.7896,76.5024,91.255,88.6842,90.8186,68.6988,86.4158,"Support Vector Machine","SVM 1"
"Repeat079",93.7262,94.6466,77.4096,91.4352,89.0162,91.0146,68.1286,86.525,"Support Vector Machine","SVM 1"
"Repeat080",93.6408,94.6944,76.7988,91.3316,89.0602,89.859,66.2388,85.5902,"Support Vector Machine","SVM 1"
"Repeat081",93.9044,94.7898,76.3546,91.3836,88.3396,90.8188,66.8806,86.0092,"Support Vector Machine","SVM 1"
"Repeat082",93.6388,94.6938,77.1074,91.3834,89.054,91.3974,68.057,86.7302,"Support Vector Machine","SVM 1"
"Repeat083",93.8146,94.5506,76.3554,91.2292,89.3858,90.815,68.0748,86.5244,"Support Vector Machine","SVM 1"
"Repeat084",93.9038,94.4066,76.505,91.2032,89.4046,91.3938,68.7524,86.9388,"Support Vector Machine","SVM 1"
"Repeat085",93.9042,94.7888,76.957,91.486,88.7158,90.8116,64.4564,85.6948,"Support Vector Machine","SVM 1"
"Repeat086",93.7286,94.6464,76.1996,91.229,89.3734,91.2016,61.9964,85.6922,"Support Vector Machine","SVM 1"
"Repeat087",94.0808,94.598,76.1984,91.3056,89.0538,91.0094,66.7914,86.305,"Support Vector Machine","SVM 1"
"Repeat088",93.817,95.1244,76.0482,91.4866,89.0664,90.623,63.7966,85.595,"Support Vector Machine","SVM 1"
"Repeat089",93.3752,94.6938,76.6528,91.2294,88.3396,91.5824,67.4332,86.5196,"Support Vector Machine","SVM 1"
"Repeat090",93.3738,94.8854,76.505,91.307,88.3334,90.63,66.934,85.9118,"Support Vector Machine","SVM 1"
"Repeat091",93.5512,94.9334,76.0526,91.3064,89.7492,91.9742,66.845,87.0438,"Support Vector Machine","SVM 1"
"Repeat092",93.6388,94.6464,76.3556,91.2294,87.989,91.3994,67.4156,86.3244,"Support Vector Machine","SVM 1"
"Repeat093",93.7268,94.694,76.3568,91.2804,89.0224,91.7822,65.0444,86.4148,"Support Vector Machine","SVM 1"
"Repeat094",93.7298,94.8854,76.6574,91.4358,89.0478,91.9782,68.6988,87.151,"Support Vector Machine","SVM 1"
"Repeat095",94.2592,94.5026,77.2622,91.4868,88.6968,91.403,66.2566,86.3106,"Support Vector Machine","SVM 1"
"Repeat096",93.6372,94.551,76.358,91.1776,88.6716,91.3958,67.4688,86.5132,"Support Vector Machine","SVM 1"
"Repeat097",93.9044,94.5982,76.6576,91.3322,88.7094,91.0128,66.8628,86.2182,"Support Vector Machine","SVM 1"
"Repeat098",93.9936,94.4552,76.2064,91.204,89.4298,91.9762,69.2692,87.355,"Support Vector Machine","SVM 1"
"Repeat099",93.4616,94.885,77.258,91.4602,88.6842,90.0496,66.934,85.6944,"Support Vector Machine","SVM 1"
"Repeat100",93.728,94.8854,76.8102,91.4616,88.6906,92.172,66.1676,86.734,"Support Vector Machine","SVM 1"
"Repeat001",93.9052,93.164,74.8486,90.2524,91.178,89.4818,67.4156,86.208,"Support Vector Machine","SVM 2"
"Repeat002",93.726,93.2608,75.7576,90.4066,91.1714,90.4396,68.663,86.9364,"Support Vector Machine","SVM 2"
"Repeat003",92.8468,92.5428,73.484,89.3778,91.5538,90.2528,66.2034,86.5278,"Support Vector Machine","SVM 2"
"Repeat004",95.3182,93.7374,76.3544,91.229,90.8206,89.2786,67.451,85.9992,"Support Vector Machine","SVM 2"
"Repeat005",94.612,93.4042,77.7264,91.077,90.1004,89.1008,68.0926,85.8022,"Support Vector Machine","SVM 2"
"Repeat006",93.9916,93.4502,77.2496,90.8412,88.3458,89.8718,65.5794,85.2874,"Support Vector Machine","SVM 2"
"Repeat007",94.874,93.7364,77.1018,91.2266,90.1314,90.6336,66.2568,86.322,"Support Vector Machine","SVM 2"
"Repeat008",93.9046,93.0212,75.6028,90.3034,91.1718,90.4414,66.8806,86.635,"Support Vector Machine","SVM 2"
"Repeat009",93.8158,92.8286,75.4512,90.148,91.1718,90.2416,68.057,86.7198,"Support Vector Machine","SVM 2"
"Repeat010",93.3744,92.973,75.7532,90.1484,90.4636,89.6702,63.3154,85.392,"Support Vector Machine","SVM 2"
"Repeat011",94.524,93.2128,76.2176,90.6914,90.075,90.6356,68.6276,86.721,"Support Vector Machine","SVM 2"
"Repeat012",94.6114,93.3084,77.4082,90.9726,91.8734,89.4816,69.3584,86.7416,"Support Vector Machine","SVM 2"
"Repeat013",93.4598,93.0682,75.598,90.1988,91.1404,89.2932,70.499,86.6256,"Support Vector Machine","SVM 2"
"Repeat014",94.6072,94.166,78.904,91.6884,90.0814,89.4686,66.239,85.6832,"Support Vector Machine","SVM 2"
"Repeat015",93.9056,92.9734,75.2928,90.226,90.8274,89.8572,67.4688,86.3132,"Support Vector Machine","SVM 2"
"Repeat016",95.2276,94.3594,79.8246,92.1296,90.4636,88.7254,66.8448,85.4984,"Support Vector Machine","SVM 2"
"Repeat017",93.4656,93.3088,78.4608,90.8194,89.768,89.1006,65.0268,85.1882,"Support Vector Machine","SVM 2"
"Repeat018",95.1442,94.456,81.6346,92.4666,90.0878,88.9158,68.0748,85.696,"Support Vector Machine","SVM 2"
"Repeat019",94.2572,93.4516,75.7532,90.6636,91.4974,90.2546,66.845,86.6212,"Support Vector Machine","SVM 2"
"Repeat020",94.0806,93.356,75.6082,90.5358,90.7958,90.0588,68.645,86.6224,"Support Vector Machine","SVM 2"
"Repeat021",93.8138,93.1644,75.746,90.3798,90.0752,90.2418,66.8806,86.2002,"Support Vector Machine","SVM 2"
"Repeat022",95.3188,94.4078,79.3644,92.1044,91.1968,89.6796,66.9162,86.2274,"Support Vector Machine","SVM 2"
"Repeat023",93.3758,92.5436,74.2378,89.6606,90.1064,90.6262,67.433,86.5182,"Support Vector Machine","SVM 2"
"Repeat024",94.7878,93.5468,75.4466,90.817,91.8608,90.0548,66.2924,86.5194,"Support Vector Machine","SVM 2"
"Repeat025",94.616,94.0258,77.269,91.3354,88.3582,90.63,68.057,86.1168,"Support Vector Machine","SVM 2"
"Repeat026",94.3448,93.5468,76.5038,90.8686,91.516,90.2546,66.8806,86.6272,"Support Vector Machine","SVM 2"
"Repeat027",95.05,93.6414,78.4518,91.4588,90.094,90.2602,68.6096,86.5304,"Support Vector Machine","SVM 2"
"Repeat028",94.1666,93.8804,76.8066,91.0476,90.8144,90.053,65.0802,86.0016,"Support Vector Machine","SVM 2"
"Repeat029",93.2844,92.6382,76.0482,89.9934,91.5162,89.672,68.0392,86.517,"Support Vector Machine","SVM 2"
"Repeat030",94.876,94.1678,80.1114,91.9744,89.7494,89.676,68.0748,86.0098,"Support Vector Machine","SVM 2"
"Repeat031",94.0812,93.5472,76.9628,90.87,90.7894,89.0954,67.4152,85.8954,"Support Vector Machine","SVM 2"
"Repeat032",94.5258,94.2166,77.4206,91.437,91.5476,89.4726,64.474,85.8016,"Support Vector Machine","SVM 2"
"Repeat033",94.523,94.3106,77.2728,91.4616,89.411,89.674,64.4742,85.2958,"Support Vector Machine","SVM 2"
"Repeat034",94.7882,93.8334,77.7132,91.3582,90.4574,90.4452,68.1108,86.6306,"Support Vector Machine","SVM 2"
"Repeat035",94.6992,93.642,78.7582,91.4084,90.8268,90.63,70.4814,87.244,"Support Vector Machine","SVM 2"
"Repeat036",95.849,95.3642,81.621,93.1592,89.035,89.1064,64.991,84.9744,"Support Vector Machine","SVM 2"
"Repeat037",93.11,92.6864,73.7912,89.583,91.5226,91.3958,69.2692,87.6486,"Support Vector Machine","SVM 2"
"Repeat038",93.8184,93.3558,75.7518,90.4844,90.827,89.6796,69.2158,86.5208,"Support Vector Machine","SVM 2"
"Repeat039",93.9904,93.1162,75.4508,90.3536,90.8148,90.4324,65.0622,86.2126,"Support Vector Machine","SVM 2"
"Repeat040",93.2884,92.6876,74.2584,89.714,91.1842,90.6318,67.5226,86.8402,"Support Vector Machine","SVM 2"
"Repeat041",94.1682,93.6416,76.3522,90.842,92.2368,89.1008,71.1054,86.9358,"Support Vector Machine","SVM 2"
"Repeat042",94.2562,93.8804,76.9616,91.1002,90.1064,89.4764,66.3636,85.698,"Support Vector Machine","SVM 2"
"Repeat043",94.6996,93.261,76.5152,90.8194,89.0602,90.8242,66.9164,86.2266,"Support Vector Machine","SVM 2"
"Repeat044",92.6684,92.447,73.0438,89.1976,91.886,90.8222,67.4154,87.1342,"Support Vector Machine","SVM 2"
"Repeat045",93.3744,92.9736,74.543,89.9432,90.1066,90.4304,66.1856,86.2074,"Support Vector Machine","SVM 2"
"Repeat046",94.3472,92.9744,77.2568,90.6898,91.1654,89.088,65.7218,85.6966,"Support Vector Machine","SVM 2"
"Repeat047",94.6974,94.216,76.8124,91.3838,90.8082,89.8662,67.4688,86.3146,"Support Vector Machine","SVM 2"
"Repeat048",93.2002,92.7352,74.6912,89.79,90.8334,90.0552,67.5044,86.427,"Support Vector Machine","SVM 2"
"Repeat049",93.8114,93.4982,75.8978,90.5836,90.0752,89.8664,65.6864,85.798,"Support Vector Machine","SVM 2"
"Repeat050",94.6134,93.2604,76.6596,90.8196,90.7894,88.9158,66.863,85.7024,"Support Vector Machine","SVM 2"
"Repeat051",95.3188,94.1204,79.8404,92.028,89.0164,89.3004,67.4866,85.4902,"Support Vector Machine","SVM 2"
"Repeat052",94.6088,93.4976,77.5564,91.0986,90.4324,89.099,62.638,84.9684,"Support Vector Machine","SVM 2"
"Repeat053",94.9658,94.455,79.6548,92.0774,89.7618,89.6722,71.1052,86.5272,"Support Vector Machine","SVM 2"
"Repeat054",94.8786,94.025,77.5656,91.4622,90.8332,89.859,65.5972,86.0058,"Support Vector Machine","SVM 2"
"Repeat055",94.879,94.0254,77.7148,91.4882,90.827,88.727,66.2568,85.505,"Support Vector Machine","SVM 2"
"Repeat056",94.6084,93.5448,78.3038,91.2524,91.1592,89.099,69.287,86.314,"Support Vector Machine","SVM 2"
"Repeat057",93.4646,92.6394,74.8462,89.8412,90.1254,90.6336,68.6276,86.7264,"Support Vector Machine","SVM 2"
"Repeat058",93.0188,92.8294,73.3414,89.5564,89.7682,89.6758,68.6452,86.1122,"Support Vector Machine","SVM 2"
"Repeat059",93.2832,92.447,74.0978,89.5566,90.8018,89.295,67.5044,86.015,"Support Vector Machine","SVM 2"
"Repeat060",93.4628,93.2126,74.1034,90.0212,90.7958,91.205,66.221,86.8286,"Support Vector Machine","SVM 2"
"Repeat061",93.4646,92.7342,76.3512,90.1494,90.1128,90.0548,66.7736,86.1056,"Support Vector Machine","SVM 2"
"Repeat062",95.0514,93.7844,76.6498,91.2278,91.485,90.055,67.433,86.6168,"Support Vector Machine","SVM 2"
"Repeat063",93.7288,93.3566,75.4476,90.407,90.8208,90.4378,69.8574,87.0378,"Support Vector Machine","SVM 2"
"Repeat064",93.1106,93.3076,73.8096,89.9192,89.7806,90.826,66.934,86.435,"Support Vector Machine","SVM 2"
"Repeat065",93.2868,92.3042,73.796,89.4294,91.5226,89.4762,67.5046,86.3204,"Support Vector Machine","SVM 2"
"Repeat066",94.7006,93.0208,76.5152,90.6908,89.7618,90.837,66.221,86.3242,"Support Vector Machine","SVM 2"
"Repeat067",94.4312,93.211,78.0008,90.9692,91.51,89.8628,65.6148,86.2042,"Support Vector Machine","SVM 2"
"Repeat068",93.7296,93.0698,74.846,90.1502,89.411,91.0108,67.4866,86.5224,"Support Vector Machine","SVM 2"
"Repeat069",92.3138,92.208,72.7432,88.9144,90.4386,90.0512,65.098,85.8996,"Support Vector Machine","SVM 2"
"Repeat070",94.4362,93.4046,76.3706,90.7942,91.867,89.304,67.4866,86.3182,"Support Vector Machine","SVM 2"
"Repeat071",93.8158,92.8778,75.4466,90.1746,90.4574,89.4818,71.1228,86.63,"Support Vector Machine","SVM 2"
"Repeat072",94.0826,93.2134,75.0034,90.3558,91.5228,89.6794,67.5046,86.4246,"Support Vector Machine","SVM 2"
"Repeat073",93.4664,93.4046,76.203,90.486,91.5222,90.4504,64.9556,86.4236,"Support Vector Machine","SVM 2"
"Repeat074",93.5526,93.2124,72.896,89.8416,90.8206,90.8208,67.469,86.8312,"Support Vector Machine","SVM 2"
"Repeat075",94.3444,93.9288,77.5564,91.2536,91.5162,88.9012,66.221,85.797,"Support Vector Machine","SVM 2"
"Repeat076",94.7868,93.1632,76.5072,90.7912,91.1654,90.8282,66.9164,86.8416,"Support Vector Machine","SVM 2"
"Repeat077",93.3784,93.0222,75.4498,90.1258,90.8334,89.1118,66.8806,85.8136,"Support Vector Machine","SVM 2"
"Repeat078",95.0516,94.3592,79.3676,92.0006,88.3018,89.857,68.0928,85.686,"Support Vector Machine","SVM 2"
"Repeat079",94.5208,93.7856,76.9592,91.1258,90.069,89.674,69.3048,86.3154,"Support Vector Machine","SVM 2"
"Repeat080",93.638,92.7816,73.9394,89.8132,89.3858,89.6706,68.6988,86.0012,"Support Vector Machine","SVM 2"
"Repeat081",94.6996,93.977,76.5026,91.2032,90.1066,89.0916,66.2746,85.4914,"Support Vector Machine","SVM 2"
"Repeat082",92.7584,92.8304,73.797,89.559,91.1778,90.2454,69.2512,86.9316,"Support Vector Machine","SVM 2"
"Repeat083",93.1958,93.068,76.0526,90.1996,91.1528,89.859,68.0748,86.5244,"Support Vector Machine","SVM 2"
"Repeat084",93.9904,93.3548,75.8988,90.559,91.1592,89.4818,71.141,86.8328,"Support Vector Machine","SVM 2"
"Repeat085",94.3488,93.548,78.9086,91.2824,89.762,87.9468,65.6864,84.6684,"Support Vector Machine","SVM 2"
"Repeat086",93.9936,93.4038,76.5094,90.6904,90.802,89.099,66.8268,85.798,"Support Vector Machine","SVM 2"
"Repeat087",92.8448,92.0648,73.192,89.0688,89.7556,91.0108,66.1676,86.4056,"Support Vector Machine","SVM 2"
"Repeat088",94.9646,93.6898,79.8212,91.692,90.4762,91.0038,68.6096,87.0328,"Support Vector Machine","SVM 2"
"Repeat089",92.9332,92.734,74.2388,89.6342,91.5538,89.6722,67.451,86.4264,"Support Vector Machine","SVM 2"
"Repeat090",92.492,92.543,73.6408,89.301,91.51,89.87,68.1284,86.6336,"Support Vector Machine","SVM 2"
"Repeat091",93.8146,93.833,78.3024,91.1756,89.4048,90.0586,68.0392,86.1146,"Support Vector Machine","SVM 2"
"Repeat092",93.5516,92.9266,75.2994,90.0988,91.88,90.6282,69.2336,87.3486,"Support Vector Machine","SVM 2"
"Repeat093",94.5216,93.499,74.549,90.56,90.7958,90.4396,67.4508,86.6176,"Support Vector Machine","SVM 2"
"Repeat094",93.6384,92.9736,76.0536,90.2772,91.165,90.8298,66.2566,86.7334,"Support Vector Machine","SVM 2"
"Repeat095",93.5538,93.2126,78.011,90.7158,90.1316,89.1118,66.8628,85.5998,"Support Vector Machine","SVM 2"
"Repeat096",93.7268,92.4476,75.3008,89.892,90.4384,90.6336,65.7042,86.313,"Support Vector Machine","SVM 2"
"Repeat097",93.727,93.2122,75.3028,90.3036,90.4636,90.2508,65.6506,86.1156,"Support Vector Machine","SVM 2"
"Repeat098",94.522,93.9294,78.009,91.3832,90.4824,90.6392,68.663,86.8398,"Support Vector Machine","SVM 2"
"Repeat099",93.461,92.9248,74.2458,89.891,91.1468,89.097,68.77,86.2112,"Support Vector Machine","SVM 2"
"Repeat100",92.8448,92.5918,74.3986,89.5588,91.1716,90.2636,67.9858,86.7366,"Support Vector Machine","SVM 2"
