"ID1","TrainClase1","TrainClase2","TrainClase3","TrainGlobal","TestClase1","TestClase2","TestClase3","TestGlobal","Modelo","Nombre"
"Repeat01",88.4294,86.7586,71.5334,84.6448,86.955,85.0806,69.8218,83.0216,"Linear Discriminant Analysis","LDA 1"
"Repeat02",88.6924,86.5202,71.3876,84.568,87.6316,84.8936,71.6754,83.4342,"Linear Discriminant Analysis","LDA 1"
"Repeat03",89.0472,86.7112,71.8376,84.851,87.6692,85.6706,71.6398,83.8588,"Linear Discriminant Analysis","LDA 1"
"Repeat04",88.6034,86.5676,72.2908,84.7216,86.936,85.2638,69.8754,83.1194,"Linear Discriminant Analysis","LDA 1"
"Repeat05",88.428,86.1854,71.9902,84.4136,87.995,86.0366,72.3352,84.2606,"Linear Discriminant Analysis","LDA 1"
"Repeat06",88.4278,86.7592,72.1382,84.7482,88.0076,85.0898,69.8216,83.3372,"Linear Discriminant Analysis","LDA 1"
"Repeat07",88.1624,86.4244,71.9868,84.4654,87.2932,85.6574,71.052,83.6442,"Linear Discriminant Analysis","LDA 1"
"Repeat08",88.3404,86.3772,71.99,84.4918,87.6504,85.4726,70.4632,83.5518,"Linear Discriminant Analysis","LDA 1"
"Repeat09",88.4288,86.424,71.3866,84.4392,87.6504,85.0788,72.2994,83.6388,"Linear Discriminant Analysis","LDA 1"
"Repeat10",88.6042,86.7116,71.8408,84.7224,87.9948,85.4672,71.1764,83.7444,"Linear Discriminant Analysis","LDA 1"
"Repeat11",88.4268,86.3768,71.686,84.4644,87.6,85.8572,70.41,83.7346,"Linear Discriminant Analysis","LDA 1"
"Repeat12",88.4278,86.616,71.8386,84.6202,87.2744,85.2692,71.729,83.5408,"Linear Discriminant Analysis","LDA 1"
"Repeat13",88.868,86.2334,71.686,84.5164,87.9576,85.471,69.8752,83.5384,"Linear Discriminant Analysis","LDA 1"
"Repeat14",88.6912,86.185,72.2886,84.542,87.2368,86.4246,71.6754,84.1506,"Linear Discriminant Analysis","LDA 1"
"Repeat15",88.2504,86.4242,71.9842,84.4902,88.3458,85.837,69.2336,83.735,"Linear Discriminant Analysis","LDA 1"
"Repeat16",88.871,86.568,72.1358,84.7738,87.2806,85.6502,69.8572,83.4258,"Linear Discriminant Analysis","LDA 1"
"Repeat17",88.605,86.6156,72.4392,84.7734,87.2872,85.6556,71.6578,83.742,"Linear Discriminant Analysis","LDA 1"
"Repeat18",88.2512,86.3762,72.445,84.542,87.97,85.0878,70.517,83.4354,"Linear Discriminant Analysis","LDA 1"
"Repeat19",88.9576,86.6154,71.8342,84.773,87.6376,85.271,68.6276,83.1208,"Linear Discriminant Analysis","LDA 1"
"Repeat20",88.6044,86.186,71.537,84.388,86.9176,86.0404,71.0872,83.7424,"Linear Discriminant Analysis","LDA 1"
"Repeat01",82.4214,91.778,58.4312,83.359,81.2718,91.3886,56.5418,82.4976,"Linear Discriminant Analysis","LDA 2"
"Repeat02",82.067,91.4434,59.0374,83.1792,82.3246,91.3922,57.8254,83.0224,"Linear Discriminant Analysis","LDA 2"
"Repeat03",82.1574,91.396,59.1844,83.2046,82.0236,91.2108,55.9714,82.5188,"Linear Discriminant Analysis","LDA 2"
"Repeat04",82.2416,91.4432,58.7334,83.1782,81.6416,91.0074,54.2246,81.9942,"Linear Discriminant Analysis","LDA 2"
"Repeat05",82.3316,91.396,57.9882,83.0508,81.9738,91.0094,57.9144,82.719,"Linear Discriminant Analysis","LDA 2"
"Repeat06",82.686,91.3958,59.1818,83.3588,81.2906,91.3994,55.3296,82.3072,"Linear Discriminant Analysis","LDA 2"
"Repeat07",82.42,91.5868,58.8846,83.3332,81.9924,91.3956,56.5598,82.7144,"Linear Discriminant Analysis","LDA 2"
"Repeat08",82.6856,91.5392,58.4326,83.308,81.6666,91.392,59.0016,83.0326,"Linear Discriminant Analysis","LDA 2"
"Repeat09",82.5974,91.5386,58.88,83.3584,81.2908,91.1958,58.3958,82.7052,"Linear Discriminant Analysis","LDA 2"
"Repeat10",82.3304,91.635,58.8882,83.333,82.331,90.8242,56.6848,82.506,"Linear Discriminant Analysis","LDA 2"
"Repeat11",82.2442,91.7304,59.4882,83.4616,81.6166,91.2034,57.7896,82.7104,"Linear Discriminant Analysis","LDA 2"
"Repeat12",82.4186,91.6348,59.1888,83.4104,81.5976,91.0036,56.7022,82.4032,"Linear Discriminant Analysis","LDA 2"
"Repeat13",82.2436,91.5872,58.5838,83.2306,81.2532,91.2052,58.3958,82.7126,"Linear Discriminant Analysis","LDA 2"
"Repeat14",82.421,91.5392,58.7344,83.282,80.8772,91.3938,57.8252,82.6028,"Linear Discriminant Analysis","LDA 2"
"Repeat15",81.977,91.5388,58.732,83.1526,82.3434,91.1942,58.4136,83.021,"Linear Discriminant Analysis","LDA 2"
"Repeat16",82.7764,91.4914,58.879,83.3846,82.688,91.3938,55.9716,82.811,"Linear Discriminant Analysis","LDA 2"
"Repeat17",82.244,91.5392,58.7376,83.2306,81.9864,91.0166,56.6486,82.5102,"Linear Discriminant Analysis","LDA 2"
"Repeat18",82.7736,91.5868,58.7332,83.4106,81.9614,91.011,57.2014,82.6064,"Linear Discriminant Analysis","LDA 2"
"Repeat19",82.9494,91.6348,59.3346,83.5902,81.272,90.8224,57.754,82.4028,"Linear Discriminant Analysis","LDA 2"
"Repeat20",82.5962,91.7782,59.1866,83.5384,81.9486,91.3862,57.255,82.8056,"Linear Discriminant Analysis","LDA 2"
