"ID1","TrainClase1","TrainClase2","TrainClase3","TrainGlobal","TestClase1","TestClase2","TestClase3","TestGlobal","Modelo","Nombre"
"Repeat01",90.9008,89.8656,71.2122,86.985,89.0476,86.9944,64.4742,83.7346,"M5","NN_1"
"Repeat02",91.4288,87.5706,73.3422,86.2642,89.4048,86.9962,72.8698,85.2858,"M5","NN_1"
"Repeat03",89.1406,89.7222,71.832,86.4976,88.0076,87.5808,68.681,84.4742,"M5","NN_1"
"Repeat04",88.5184,88.6212,72.7466,85.8792,87.995,87.1814,71.034,84.6594,"M5","NN_1"
"Repeat05",87.099,91.157,72.4494,86.7792,85.5388,87.3736,65.0804,83.0342,"M5","NN_1"
"Repeat06",90.9052,90.0562,71.5412,87.141,88.352,88.7382,70.3742,85.5058,"M5","NN_1"
"Repeat07",89.311,90.0568,71.8522,86.729,86.5914,88.3408,66.827,84.1628,"M5","NN_1"
"Repeat08",89.0488,88.6232,74.8438,86.394,88.697,88.143,75.3298,86.12,"M5","NN_1"
"Repeat09",90.4602,88.8144,72.5896,86.5228,88.0014,85.6558,71.6934,83.9452,"M5","NN_1"
"Repeat10",89.3986,88.4332,71.2224,85.7758,87.6378,85.8444,69.394,83.5414,"M5","NN_1"
"Repeat11",88.8698,90.009,69.2856,86.1372,86.5476,89.1026,65.5972,84.3586,"M5","NN_1"
"Repeat12",90.991,88.67,73.0516,86.6782,89.0476,85.6594,71.123,84.1634,"M5","NN_1"
"Repeat13",90.5454,88.8156,71.383,86.3418,89.3796,87.3774,65.6506,84.2602,"M5","NN_1"
"Repeat14",88.8712,90.6306,68.6648,86.3678,87.9574,88.9028,65.0802,84.5572,"M5","NN_1"
"Repeat15",89.0476,89.4358,71.9858,86.342,89.4234,86.6026,66.8448,84.0524,"M5","NN_1"
"Repeat16",89.4022,89.1004,73.7866,86.5736,88.6968,87.7674,68.057,84.6698,"M5","NN_1"
"Repeat17",90.4574,89.1976,69.28,86.163,87.9886,86.989,64.4206,83.4304,"M5","NN_1"
"Repeat18",90.2818,88.5764,74.697,86.7024,87.6252,86.806,72.3708,84.5674,"M5","NN_1"
"Repeat19",86.8404,89.816,72.4402,85.9826,84.4422,88.7272,67.968,83.9434,"M5","NN_1"
"Repeat20",87.8062,91.8736,64.6068,86.033,85.8584,90.2492,59.6256,83.74,"M5","NN_1"
